Family/kid friendly,Air conditioning,Carbon monoxide detector,TV,Lock on bedroom door,Fire extinguisher,Buzzer/wireless intercom,Free parking on premises,Laptop friendly workspace,Shampoo,Pets allowed,Hangers,Internet,Cable TV,First aid kit,Essentials,Hair dryer,Elevator,Smoke detector,Iron,review_score_category,log_price
1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,high,4.174387269895637
0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,high,4.0943445622221
1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,high,4.8283137373023015
0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,high,4.007333185232471
0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,high,4.07753744390572
0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,high,5.075173815233828
0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,high,4.74493212836325
1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,high,5.2574953720277815
1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,high,4.59511985013459
1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,mid,5.293304824724492
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,high,4.007333185232471
0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,high,4.174387269895637
0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,high,4.262679877041316
0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,high,4.787491742782046
1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,high,4.31748811353631
0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,high,5.278114659230517
0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,high,5.298317366548036
1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,high,5.068904202220232
1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,high,3.688879454113936
1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,high,4.59511985013459
0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,high,3.80666248977032
0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,high,4.31748811353631
1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,high,5.1298987149230735
1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,high,4.574710978503383
0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,high,3.737669618283368
0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,high,4.941642422609304
0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,high,4.5217885770490405
1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,high,4.990432586778736
1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,high,5.988961416889862
1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,high,4.382026634673881
1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,high,4.90527477843843
0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,high,4.189654742026425
1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,high,4.0943445622221
0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,mid,4.8283137373023015
1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,high,5.3230099791384085
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,high,5.003946305945459
1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,high,4.59511985013459
0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,5.318119993844216
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,high,5.1647859739235145
1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,high,3.737669618283368
1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,high,4.51085950651685
0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,mid,5.298317366548036
0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,high,4.8283137373023015
1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,high,5.293304824724492
1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,high,5.416100402204419
1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,5.1929568508902095
1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,high,4.934473933130692
1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,high,5.988961416889862
0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,high,4.174387269895637
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,high,3.555348061489413
1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,high,5.187385805840755
1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,high,5.153291594497778
1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,5.937536205082426
1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,high,5.521460917862246
1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,high,4.653960350157523
1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,high,5.631211781821365
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,high,3.688879454113936
0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,mid,3.49650756146648
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,high,4.691347882229144
0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,high,4.574710978503383
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,high,5.010635294096256
0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,high,4.356708826689592
1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,high,5.857933154483459
0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,high,4.969813299576002
1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,5.978885764901122
1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,high,4.8283137373023015
0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,high,4.605170185988092
0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,high,5.416100402204419
1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,high,4.700480365792417
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,high,4.143134726391533
1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,high,5.293304824724492
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,high,4.442651256490317
1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,5.37989735354046
1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,mid,5.298317366548036
0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,mid,3.688879454113936
0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,high,5.288267030694535
1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,high,4.74493212836325
1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,3.688879454113936
1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,high,5.272999558563747
1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,high,4.23410650459726
0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,high,4.174387269895637
1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,high,4.4188406077965965
0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,high,5.111987788356544
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,mid,3.912023005428147
1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,high,5.241747015059644
0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,high,4.07753744390572
0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,mid,4.382026634673881
0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,high,4.867534450455582
1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,high,4.74493212836325
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,high,5.010635294096256
1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,high,6.2633982625916245
1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,high,5.393627546352364
0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,mid,5.3230099791384085
0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,high,4.787491742782046
1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,mid,4.48863636973214
0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,high,4.48863636973214
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,high,3.6375861597263857
0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,high,4.07753744390572
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,high,4.584967478670572
0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,high,4.442651256490317
1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,high,4.8283137373023015
1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,high,4.787491742782046
0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,high,4.330733340286331
1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,high,5.1179938124167546
1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,high,4.248495242049359
1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,high,4.770684624465665
0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,high,4.59511985013459
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,high,3.5263605246161616
1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,high,3.8501476017100575
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,high,4.31748811353631
0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,high,5.857933154483459
1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,high,4.787491742782046
1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,high,5.298317366548036
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,high,4.59511985013459
1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,high,5.416100402204419
1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,5.247024072160486
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high,3.80666248977032
1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,high,6.3473892096560105
0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,high,5.293304824724492
1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,5.631211781821365
0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,high,4.477336814478207
1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,high,5.135798437050261
1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,high,4.919980925828125
1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,mid,5.5174528964647065
0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,high,4.941642422609304
1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.532599493153255
1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,high,5.272999558563747
0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,high,3.951243718581428
0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,high,5.010635294096256
0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,high,3.688879454113936
1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,high,5.247024072160486
1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,mid,4.382026634673881
0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,high,5.010635294096256
1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,4.927253685157205
0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,high,5.703782474656202
0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,high,4.31748811353631
1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,high,5.855071922202427
1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,high,4.248495242049359
0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,high,4.007333185232471
1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,high,4.787491742782046
1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,high,4.976733742420574
1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.787491742782046
1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,high,4.74493212836325
1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,high,5.799092654460528
0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,high,4.4998096703302615
1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,high,5.010635294096256
0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,high,5.247024072160486
1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,high,4.31748811353631
0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,high,4.605170185988092
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high,5.521460917862246
1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,high,5.135798437050261
0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,high,4.477336814478207
0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,high,4.897839799950911
1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,high,5.293304824724492
0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,high,5.703782474656202
0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,high,3.555348061489413
0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,high,5.521460917862246
1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,5.6167710976665735
1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,high,6.309918278226516
1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,high,4.90527477843843
1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,high,4.07753744390572
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,high,6.551080335043403
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,high,4.276666119016055
1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,high,5.293304824724492
1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,high,5.3471075307174685
1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,5.010635294096256
1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,high,4.859812404361672
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,high,4.553876891600541
0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,high,5.1647859739235145
1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,4.174387269895637
0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,mid,4.653960350157523
1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,4.983606621708336
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,high,4.174387269895637
0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,high,3.9889840465642745
1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,high,5.393627546352364
1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,high,4.852030263919617
1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,7.1308988302963465
0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,5.978885764901122
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high,3.688879454113936
1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,high,4.382026634673881
1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,high,4.174387269895637
1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,high,3.6635616461296463
1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,high,3.912023005428147
1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,mid,4.007333185232471
1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,mid,4.787491742782046
0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,high,4.4998096703302615
1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,6.549650742233808
1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,high,6.1092475827643655
1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,high,5.521460917862246
1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,high,5.978885764901122
1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,high,4.976733742420574
1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,high,4.90527477843843
1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,high,6.212606095751518
1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,high,4.90527477843843
0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,high,3.688879454113936
1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,mid,5.241747015059644
1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,high,3.912023005428147
1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,4.859812404361672
1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,high,3.555348061489413
1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,5.521460917862246
1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,high,5.068904202220232
1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,4.59511985013459
1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,high,5.068904202220232
1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,high,3.912023005428147
1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,high,4.31748811353631
1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,mid,5.293304824724492
1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,high,5.272999558563747
0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,high,3.912023005428147
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,low,4.248495242049359
0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,high,4.356708826689592
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,high,4.605170185988092
1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,high,4.787491742782046
0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,high,3.80666248977032
1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,high,4.477336814478207
0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,high,3.688879454113936
0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,high,4.4998096703302615
1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,high,4.74493212836325
1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,low,4.174387269895637
0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,high,5.293304824724492
1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,mid,4.8283137373023015
1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,high,4.852030263919617
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,high,4.787491742782046
0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,high,5.068904202220232
0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,high,3.258096538021482
1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,high,5.298317366548036
0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,high,5.010635294096256
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,high,4.90527477843843
1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,high,5.298317366548036
0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,high,3.8918202981106265
0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.59511985013459
1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,high,6.040254711277415
0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,high,5.666426688112433
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,high,4.382026634673881
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,high,4.584967478670572
0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,high,3.610917912644224
1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,high,4.31748811353631
1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,5.68697535633982
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,high,4.605170185988092
0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,high,4.787491742782046
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,high,5.293304824724492
0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,high,4.8283137373023015
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,high,5.476463551931511
1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,high,4.836281906951479
1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,high,5.075173815233828
0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,high,4.442651256490317
1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,5.075173815233828
0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,high,5.043425116919247
1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,high,4.0943445622221
0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,high,3.9889840465642745
0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,high,4.382026634673881
1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,high,4.605170185988092
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,high,4.442651256490317
0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,high,5.991464547107983
1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,high,4.382026634673881
0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,high,3.912023005428147
0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,high,4.127134385045092
1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,high,4.700480365792417
0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,high,4.0943445622221
0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,mid,4.248495242049359
0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,high,5.278114659230517
0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,high,5.010635294096256
1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,high,4.174387269895637
1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,high,4.4998096703302615
1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,high,4.4998096703302615
0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,high,5.010635294096256
1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,high,5.2574953720277815
1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,high,5.1929568508902095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mid,4.127134385045092
1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,high,4.605170185988092
1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,high,4.48863636973214
0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,high,5.416100402204419
1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,high,3.6635616461296463
1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,high,4.477336814478207
1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,high,6.214608098422191
0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,high,4.382026634673881
